코인명,스코어_긍정,스코어_부정,등록시간,스코어_합계,스코어_긍정_SCALING,스코어_부정_SCALING
비트토렌트,0,0,20210716,0,0.0,0.0
가스,0,0,20210716,0,0.0,0.0
온톨로지가스,0,0,20210716,0,0.0,0.0
던프로토콜,0,0,20210716,0,0.0,0.0
스트라이크,0,0,20210716,0,0.0,0.0
스텔라루멘,0,0,20210716,0,0.0,0.0
스트라티스,0,0,20210716,0,0.0,0.0
코모도,0,0,20210716,0,0.0,0.0
비트코인,26,15,20210717,11,1.0,0.576923076923077
메이저,0,0,20210717,0,0.0,0.0
알트코인,0,0,20210717,0,0.0,0.0
라이트코인,0,0,20210717,0,0.0,0.0
도지코인,0,0,20210717,0,0.0,0.0
폴카닷,0,0,20210717,0,0.0,0.0
디카르고,0,0,20210717,0,0.0,0.0
마로,0,0,20210717,0,0.0,0.0
페이코인,0,0,20210717,0,0.0,0.0
썸씽,0,0,20210717,0,0.0,0.0
이더리움 클래식,0,0,20210717,0,0.0,0.0
이더리움,0,0,20210717,0,0.0,0.0
비체인,0,0,20210717,0,0.0,0.0
비트코인골드,0,0,20210717,0,0.0,0.0
오브스,0,0,20210717,0,0.0,0.0
모스코인,0,0,20210717,0,0.0,0.0
펀디엑스,0,0,20210717,0,0.0,0.0
카르다노,0,0,20210717,0,0.0,0.0
리플,0,0,20210717,0,0.0,0.0
이오스,0,0,20210717,0,0.0,0.0
엠블,0,0,20210717,0,0.0,0.0
골렘,0,0,20210717,0,0.0,0.0
엘프,0,0,20210717,0,0.0,0.0
스톰엑스,0,0,20210717,0,0.0,0.0
세럼,0,0,20210717,0,0.0,0.0
트론,0,0,20210717,0,0.0,0.0
비트토렌트,0,0,20210717,0,0.0,0.0
가스,0,0,20210717,0,0.0,0.0
온톨로지가스,0,0,20210717,0,0.0,0.0
던프로토콜,0,0,20210717,0,0.0,0.0
스트라이크,0,0,20210717,0,0.0,0.0
스텔라루멘,0,0,20210717,0,0.0,0.0
스트라티스,0,0,20210717,0,0.0,0.0
코모도,0,0,20210717,0,0.0,0.0
비트코인,18,24,20210718,-6,0.75,1.0
메이저,0,0,20210718,0,0.0,0.0
알트코인,1,1,20210718,0,0.041666666666666664,0.041666666666666664
라이트코인,0,0,20210718,0,0.0,0.0
도지코인,0,0,20210718,0,0.0,0.0
폴카닷,0,0,20210718,0,0.0,0.0
디카르고,0,0,20210718,0,0.0,0.0
마로,0,0,20210718,0,0.0,0.0
페이코인,0,0,20210718,0,0.0,0.0
썸씽,0,0,20210718,0,0.0,0.0
이더리움 클래식,0,0,20210718,0,0.0,0.0
이더리움,0,0,20210718,0,0.0,0.0
비체인,0,0,20210718,0,0.0,0.0
비트코인골드,0,0,20210718,0,0.0,0.0
오브스,0,0,20210718,0,0.0,0.0
모스코인,0,0,20210718,0,0.0,0.0
펀디엑스,0,0,20210718,0,0.0,0.0
카르다노,0,0,20210718,0,0.0,0.0
리플,0,0,20210718,0,0.0,0.0
이오스,0,0,20210718,0,0.0,0.0
엠블,0,0,20210718,0,0.0,0.0
골렘,0,0,20210718,0,0.0,0.0
엘프,0,0,20210718,0,0.0,0.0
스톰엑스,0,0,20210718,0,0.0,0.0
세럼,0,0,20210718,0,0.0,0.0
트론,0,0,20210718,0,0.0,0.0
비트토렌트,0,0,20210718,0,0.0,0.0
가스,0,0,20210718,0,0.0,0.0
온톨로지가스,0,0,20210718,0,0.0,0.0
던프로토콜,0,0,20210718,0,0.0,0.0
스트라이크,0,0,20210718,0,0.0,0.0
스텔라루멘,0,0,20210718,0,0.0,0.0
스트라티스,0,0,20210718,0,0.0,0.0
코모도,0,0,20210718,0,0.0,0.0
비트코인,17,40,20210719,-23,0.42500000000000004,1.0
메이저,0,0,20210719,0,0.0,0.0
알트코인,1,1,20210719,0,0.025,0.025
라이트코인,0,7,20210719,-7,0.0,0.17500000000000002
도지코인,0,0,20210719,0,0.0,0.0
폴카닷,0,0,20210719,0,0.0,0.0
디카르고,0,0,20210719,0,0.0,0.0
마로,0,0,20210719,0,0.0,0.0
페이코인,0,0,20210719,0,0.0,0.0
썸씽,0,0,20210719,0,0.0,0.0
이더리움 클래식,0,0,20210719,0,0.0,0.0
이더리움,1,5,20210719,-4,0.025,0.125
비체인,0,0,20210719,0,0.0,0.0
비트코인골드,0,0,20210719,0,0.0,0.0
오브스,0,0,20210719,0,0.0,0.0
모스코인,0,0,20210719,0,0.0,0.0
펀디엑스,0,0,20210719,0,0.0,0.0
카르다노,0,7,20210719,-7,0.0,0.17500000000000002
리플,0,1,20210719,-1,0.0,0.025
이오스,0,0,20210719,0,0.0,0.0
엠블,0,0,20210719,0,0.0,0.0
골렘,0,0,20210719,0,0.0,0.0
엘프,0,0,20210719,0,0.0,0.0
스톰엑스,0,0,20210719,0,0.0,0.0
세럼,0,0,20210719,0,0.0,0.0
트론,0,0,20210719,0,0.0,0.0
비트토렌트,0,0,20210719,0,0.0,0.0
가스,0,0,20210719,0,0.0,0.0
온톨로지가스,0,0,20210719,0,0.0,0.0
던프로토콜,0,0,20210719,0,0.0,0.0
스트라이크,0,0,20210719,0,0.0,0.0
스텔라루멘,0,0,20210719,0,0.0,0.0
스트라티스,0,0,20210719,0,0.0,0.0
코모도,0,0,20210719,0,0.0,0.0
비트코인,26,59,20210720,-33,0.4406779661016949,1.0
메이저,0,0,20210720,0,0.0,0.0
알트코인,0,0,20210720,0,0.0,0.0
라이트코인,0,7,20210720,-7,0.0,0.11864406779661017
도지코인,0,4,20210720,-4,0.0,0.06779661016949153
폴카닷,0,0,20210720,0,0.0,0.0
디카르고,0,0,20210720,0,0.0,0.0
마로,0,0,20210720,0,0.0,0.0
페이코인,0,0,20210720,0,0.0,0.0
썸씽,0,0,20210720,0,0.0,0.0
이더리움 클래식,0,0,20210720,0,0.0,0.0
이더리움,2,8,20210720,-6,0.03389830508474576,0.13559322033898305
비체인,0,0,20210720,0,0.0,0.0
비트코인골드,0,0,20210720,0,0.0,0.0
오브스,0,0,20210720,0,0.0,0.0
모스코인,0,0,20210720,0,0.0,0.0
펀디엑스,0,0,20210720,0,0.0,0.0
카르다노,1,10,20210720,-9,0.01694915254237288,0.1694915254237288
리플,0,3,20210720,-3,0.0,0.05084745762711865
이오스,0,0,20210720,0,0.0,0.0
엠블,0,0,20210720,0,0.0,0.0
골렘,0,0,20210720,0,0.0,0.0
엘프,0,0,20210720,0,0.0,0.0
스톰엑스,0,0,20210720,0,0.0,0.0
세럼,0,0,20210720,0,0.0,0.0
트론,0,0,20210720,0,0.0,0.0
비트토렌트,0,0,20210720,0,0.0,0.0
가스,0,0,20210720,0,0.0,0.0
온톨로지가스,0,0,20210720,0,0.0,0.0
던프로토콜,0,0,20210720,0,0.0,0.0
스트라이크,0,0,20210720,0,0.0,0.0
스텔라루멘,0,0,20210720,0,0.0,0.0
스트라티스,0,0,20210720,0,0.0,0.0
코모도,0,0,20210720,0,0.0,0.0
비트코인,15,31,20210721,-16,0.4838709677419355,1.0
메이저,0,0,20210721,0,0.0,0.0
알트코인,0,0,20210721,0,0.0,0.0
라이트코인,0,0,20210721,0,0.0,0.0
도지코인,0,4,20210721,-4,0.0,0.12903225806451613
폴카닷,0,0,20210721,0,0.0,0.0
디카르고,0,0,20210721,0,0.0,0.0
마로,0,0,20210721,0,0.0,0.0
페이코인,0,0,20210721,0,0.0,0.0
썸씽,0,0,20210721,0,0.0,0.0
이더리움 클래식,0,0,20210721,0,0.0,0.0
이더리움,1,3,20210721,-2,0.03225806451612903,0.0967741935483871
비체인,0,0,20210721,0,0.0,0.0
비트코인골드,0,0,20210721,0,0.0,0.0
오브스,0,0,20210721,0,0.0,0.0
모스코인,0,0,20210721,0,0.0,0.0
펀디엑스,0,0,20210721,0,0.0,0.0
카르다노,1,3,20210721,-2,0.03225806451612903,0.0967741935483871
리플,0,2,20210721,-2,0.0,0.06451612903225806
이오스,0,0,20210721,0,0.0,0.0
엠블,0,0,20210721,0,0.0,0.0
골렘,0,0,20210721,0,0.0,0.0
엘프,0,0,20210721,0,0.0,0.0
스톰엑스,0,0,20210721,0,0.0,0.0
세럼,0,0,20210721,0,0.0,0.0
트론,0,0,20210721,0,0.0,0.0
비트토렌트,0,0,20210721,0,0.0,0.0
가스,0,0,20210721,0,0.0,0.0
온톨로지가스,0,0,20210721,0,0.0,0.0
던프로토콜,0,0,20210721,0,0.0,0.0
스트라이크,0,0,20210721,0,0.0,0.0
스텔라루멘,0,0,20210721,0,0.0,0.0
스트라티스,0,0,20210721,0,0.0,0.0
코모도,0,0,20210721,0,0.0,0.0
